prov_ubi;cant_ubi;parr_ubi;area_ubi;clase;tipo;entidad;sector;dotmedic;dismedic;dotcirug;discirug;dotginob;disginob;dotped;disped;dotneon;disneon;dotcardi;discardi;dotneumo;disneumo;dotpsiqu;dispsiqu;dottraum;distraum;dotinfec;disinfec;dotofta;disofta;dotootorri;disootorri;doturolo;disurolo;dotgast;disgast;dotquem;disquem;dotneuro;disneuro;dotnefro;disnefro;dotonco;disonco;dothema;dishema;dototrse;disotrse;dotserin;disserin;camas_dnor;camas_disp;dotemerg;dotcinteadult;dotcintepediatri;dotcinteneonat;dotcintrm;dotcrecup;dototrapo;dia_estad;dias_cdis;totegres;falmen48;falmas48
14;1406;140650;1;1;5;1;1;16;15;8;8;14;14;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;49;0;0;0;0;0;0;0;11719;17838;3262;12;19
14;1409;140950;1;1;5;1;1;3;3;0;0;3;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;1;0;0;0;0;1;0;4321;3650;1218;0;1
09;0901;090158;2;1;5;1;1;6;6;0;0;5;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;1024;5475;529;0;0
12;1206;120651;2;1;5;1;1;6;6;2;2;8;8;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;8;0;0;0;0;0;2;6187;7012;2204;9;17
07;0713;071350;1;1;5;1;1;8;2;8;3;6;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;10;3;0;0;0;0;0;0;3127;2951;1217;5;3
09;0907;090701;1;1;5;6;1;7;20;18;53;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;83;0;0;0;0;0;0;0;5458;11090;2213;1;3
18;1808;180850;1;1;5;18;2;6;6;5;5;10;10;1;1;4;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;1193;10950;317;1;1
16;1601;160150;1;1;5;6;1;5;5;5;5;7;7;4;4;0;0;1;1;0;0;0;0;5;5;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;31;31;18;0;0;0;0;1;4;8093;11315;2348;1;2
08;0801;080102;1;1;5;6;1;0;0;0;0;0;0;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;43;51;51;0;0;0;0;0;0;0;12843;18615;3437;17;57
22;2201;220150;1;1;5;1;1;11;11;11;11;22;22;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;60;13;0;0;0;0;0;0;22277;25192;6089;10;31
12;1201;120102;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;19;19;0;0;0;0;0;0;0;976;7522;546;0;0
02;0201;020102;1;32;1;18;2;3;3;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;1;0;0;0;0;1;0;150;2555;79;0;1
12;1205;120501;1;1;5;18;2;0;0;0;0;2;2;3;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;26;26;0;0;0;0;0;0;0;749;20519;270;0;0
05;0501;050104;1;1;5;18;2;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;2;2;0;0;11;11;4;0;0;0;0;2;1;1405;4015;1035;0;1
18;1801;180104;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;0;0;0;0;0;0;0;369;4380;197;3;1
18;1808;180802;1;1;5;18;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;6;6;1;0;0;0;0;0;0;56;2190;36;0;0
06;0601;060104;1;1;5;18;2;9;9;1;1;1;1;1;1;6;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;2;0;0;0;9;0;1;290;7300;174;0;0
06;0601;060103;1;1;5;18;2;2;2;3;3;2;2;1;1;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;13;13;3;1;0;0;1;0;0;2197;4745;1203;2;5
23;2301;230102;1;1;5;18;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;9;9;3;0;0;0;0;0;0;448;3303;345;0;0
12;1205;120507;1;1;5;18;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;13;13;2;0;0;0;0;0;0;380;4745;377;0;0
18;1801;180102;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;74;1825;46;0;0
18;1801;180101;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;15;15;0;0;0;0;0;0;0;636;5475;331;0;1
05;0501;050104;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;0;1;1;1;0;336;1460;241;0;1
05;0502;050202;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;0;0;0;0;903;3650;347;1;0
05;0501;050104;1;1;5;18;2;2;2;3;3;3;3;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;4;0;0;0;0;3;2;571;3650;183;1;1
05;0504;050450;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;0;0;0;0;0;356;2098;243;1;1
18;1801;180103;1;1;5;18;2;2;2;2;2;1;1;1;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;2;2;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;16;16;0;0;0;0;0;0;0;146;5840;101;1;0
18;1801;180107;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;16;16;0;0;0;0;0;0;0;83;5840;39;0;0
23;2301;230107;1;1;5;18;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;11;22;13;0;0;0;0;0;0;0;1122;4590;908;0;0
05;0505;050550;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;0;0;0;0;0;130;1460;72;2;0
12;1205;120507;1;1;5;18;2;8;8;8;8;11;11;4;4;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;34;3;10;5;0;0;0;0;504;18978;319;0;0
13;1315;131550;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;554;2548;521;0;0
05;0504;050458;2;1;5;16;1;14;14;0;0;6;6;9;9;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;34;0;0;0;0;0;0;0;3107;12775;1080;1;7
24;2402;240250;1;1;5;18;2;17;17;2;2;2;2;2;2;0;0;3;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;0;0;0;0;0;0;0;498;1917;271;7;0
09;0921;092150;1;2;1;18;2;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;35;4;1;0;0;0;0;0;6508;12845;1411;1;0
09;0916;091602;1;11;1;18;2;13;13;5;5;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;0;0;0;0;0;0;0;3700;9855;1519;2;7
09;0901;090112;1;2;1;18;2;44;44;0;0;13;13;0;0;16;16;10;10;0;0;0;0;8;8;2;2;0;0;5;5;9;9;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;114;0;0;0;0;0;0;0;14243;41610;3832;7;64
12;1201;120153;2;12;3;18;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;27;732;21;0;0
09;0901;090112;1;1;5;18;2;0;1;4;5;6;6;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;33;35;0;0;0;0;0;0;0;171;12372;116;0;0
09;0901;090112;1;11;1;18;2;19;30;12;30;6;25;4;12;11;12;6;5;4;2;2;0;6;6;6;5;2;2;2;4;2;4;4;2;2;0;2;0;4;0;2;0;2;0;0;0;0;0;98;139;15;45;4;11;7;8;0;43094;57833;6058;44;267
09;0901;090101;1;2;1;18;2;6;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;7;0;0;0;0;2;4491;6935;1040;10;50
09;0910;091050;1;1;5;18;2;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;10;10;0;0;0;0;0;0;0;113;3640;88;0;0
12;1201;120102;1;1;5;18;2;4;4;6;6;3;3;2;2;7;7;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;34;34;5;10;0;0;4;3;0;8272;12005;1096;9;86
17;1701;170130;1;11;1;6;1;12;13;41;41;64;64;19;19;26;36;17;14;28;28;10;10;53;53;18;18;8;8;10;10;33;33;23;23;10;10;30;30;24;24;22;22;12;12;117;135;0;0;577;603;45;35;7;15;20;24;109;204994;220141;26206;16;299
12;1207;120750;1;32;1;18;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;8;17;9;0;0;0;0;0;0;0;599;2981;521;0;0
01;0101;010109;1;11;1;6;1;19;19;29;29;24;24;21;21;16;16;24;24;5;5;0;0;15;15;14;13;1;1;6;6;11;11;12;12;0;0;15;15;8;8;27;27;13;13;23;23;0;0;283;282;29;10;4;0;1;11;29;85568;101613;19295;212;363
17;1701;170152;2;1;5;18;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;1;2;0;163;730;140;0;0
13;1301;130106;1;11;1;1;1;80;80;0;0;0;0;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;120;0;0;0;0;0;0;0;12088;43800;1720;5;18
17;1701;170101;1;11;1;9;1;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;81;73;85;11;9;0;0;0;0;0;20914;30877;3978;9;69
17;1701;170128;1;2;1;18;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;22;22;6;4;0;3;0;0;0;973;8030;435;1;4
12;1205;120507;1;32;1;18;2;0;0;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;7;7;2;1;1;0;0;1;0;130;2555;77;0;0
12;1205;120501;1;32;1;18;2;0;0;0;0;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;47;1400;46;0;0
02;0201;020102;1;1;5;18;2;2;2;2;2;2;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;10;9;0;0;0;0;0;0;0;445;1095;106;0;0
12;1201;120101;1;32;1;18;2;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;41;2006;41;2;0
12;1205;120550;1;32;1;18;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;12;12;0;0;0;0;0;0;0;529;4380;440;0;0
07;0702;070250;1;12;3;18;2;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;139;1825;70;0;1
21;2101;210150;1;12;3;18;2;4;4;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;2;0;0;0;0;0;0;57;2562;54;0;0
12;1205;120501;1;32;1;18;2;9;9;1;1;1;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;2;0;0;0;0;2;0;59;4567;28;3;0
12;1201;120102;1;32;1;18;2;6;6;5;5;2;2;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;0;0;0;0;0;0;1189;6633;659;0;4
12;1205;120502;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;0;0;0;0;53;3650;50;0;0
12;1201;120102;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;9;0;0;0;0;0;0;0;75;3285;54;0;0
12;1205;120506;1;32;1;18;2;0;0;0;0;7;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;120;3373;82;3;0
09;0908;090850;1;32;1;18;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;9;9;0;0;0;0;0;0;0;24;639;23;0;0
12;1207;120750;1;32;1;18;2;4;4;3;3;2;2;2;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;15;0;0;0;0;0;0;0;485;5656;342;0;0
23;2301;230106;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;0;0;0;0;17;3650;15;0;0
09;0908;090850;1;32;1;18;2;2;2;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;2;0;0;0;0;1;0;322;3650;309;1;0
12;1210;121050;1;32;1;18;2;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;16;16;1;0;0;0;0;0;0;225;5990;225;0;0
23;2302;230250;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;1;0;0;0;0;1;0;126;1071;90;10;0
23;2301;230106;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;39;1825;39;0;0
12;1205;120506;1;32;1;17;3;0;0;2;2;12;12;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;0;0;0;0;0;0;519;8160;516;0;0
12;1205;120550;1;32;1;18;2;0;0;0;0;4;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;86;2190;86;0;0
12;1207;120750;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;0;0;0;0;68;3650;65;0;0
12;1210;121050;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;2;0;0;0;0;0;0;386;5840;293;0;0
12;1205;120502;1;32;1;18;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;12;12;2;0;0;0;0;0;0;124;4380;66;0;0
23;2301;230105;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;6;2;0;0;0;0;0;0;0;2;2212;2;0;0
12;1204;120450;1;32;1;18;2;0;0;0;0;0;4;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;11;0;0;0;0;0;0;0;96;3650;96;0;0
12;1210;121050;1;32;1;18;2;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;14;14;0;0;0;0;0;0;0;544;5101;281;23;2
13;1304;130401;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;0;0;0;0;0;0;180;1095;142;0;0
09;0920;092050;1;32;1;18;2;7;7;2;2;3;3;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;135;5515;105;0;0
12;1205;120504;1;32;1;18;2;7;7;2;2;1;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;0;0;0;0;0;0;251;7378;146;0;0
07;0701;070104;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;0;0;0;1;0;244;2190;240;0;0
01;0101;010108;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;42;42;42;6;8;4;9;0;3;1;6729;15330;2414;0;15
09;0901;090114;1;1;5;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;24;24;24;9;0;0;0;0;0;0;1846;8220;711;0;4
17;1701;170155;2;2;1;1;1;53;53;42;42;34;34;28;28;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;172;48;17;0;0;0;0;0;53050;62780;11900;49;136
07;0701;070102;1;1;5;17;3;0;0;0;0;3;3;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;36;36;3;4;0;0;2;2;1;2603;13140;1087;2;10
18;1801;180105;1;2;1;1;1;73;57;75;59;58;49;40;39;30;21;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;245;21;4;0;0;0;0;0;80401;87849;15586;72;321
12;1201;120101;1;2;1;6;1;20;27;29;11;20;30;20;19;0;0;2;2;0;0;0;0;10;10;0;0;0;0;1;1;6;6;9;6;0;0;6;4;1;1;4;4;0;0;0;0;0;0;128;121;22;9;0;17;0;13;0;35039;44186;6666;1;74
23;2301;230106;1;2;1;18;2;3;3;4;4;0;0;0;0;2;2;0;0;0;0;0;0;5;5;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;21;21;3;3;0;0;3;0;0;2907;7665;1589;6;0
17;1701;170107;1;2;1;1;1;52;49;74;70;52;54;50;50;21;21;0;0;0;0;0;0;36;36;12;10;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;22;24;0;0;329;324;33;7;0;0;0;0;0;85495;117893;14248;53;192
08;0801;080103;1;2;1;1;1;94;64;39;43;66;66;32;31;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;232;42;10;0;0;0;0;0;67236;84812;14842;83;239
09;0901;090114;1;2;1;1;1;114;116;119;116;94;95;43;44;17;25;0;0;31;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;431;54;30;3;20;0;0;16;96145;156978;21449;77;435
23;2301;230107;1;2;1;1;1;57;57;37;37;60;60;26;26;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;208;24;13;3;0;6;22;4;71942;72052;15030;46;260
10;1001;100150;1;2;1;6;1;30;30;38;38;20;20;28;28;6;6;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;162;162;25;6;0;0;5;0;26;31819;59130;7898;11;55
19;1901;190150;1;2;1;1;1;16;16;11;11;13;13;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;57;7;0;0;0;0;0;0;9970;20582;3518;7;2
05;0501;050104;1;2;1;1;1;37;37;59;59;59;59;27;27;24;24;0;0;0;0;0;0;27;27;0;0;0;0;0;0;0;0;0;0;4;4;15;10;0;0;0;0;0;0;0;0;0;0;252;247;33;12;0;0;10;0;0;46502;86925;10829;90;156
09;0910;091050;1;2;1;1;1;26;26;10;10;30;30;11;11;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;83;22;0;0;0;0;10;0;20048;30295;6716;9;64
04;0401;040102;1;2;1;1;1;25;22;25;20;56;46;40;20;16;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;123;21;4;0;0;0;0;0;29252;44772;7377;36;84
14;1401;140150;1;2;1;1;1;16;16;17;18;20;17;13;15;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;71;10;0;0;0;3;0;5;18330;24851;5062;34;34
13;1308;130802;1;2;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44561;54750;8343;30;155
21;2101;210150;1;2;1;1;1;32;29;32;34;64;49;32;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;146;29;7;0;0;0;0;0;39481;53241;9394;54;148
13;1314;131401;1;2;1;1;1;23;23;10;13;18;19;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;79;8;0;0;0;3;2;5;12455;28663;4097;3;7
09;0910;091050;1;2;1;6;1;49;49;33;33;12;12;14;14;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;115;20;5;0;0;5;5;7;26302;42034;7617;8;32
13;1303;130301;1;2;1;1;1;18;19;18;18;19;19;12;12;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;76;11;5;0;0;1;0;8;23110;29375;6451;30;74
